transaction_id,entity,tr_type,txn_amount,txn_posted_timestamp,account_id,counter_party,balance_after_posted,sender_country,receiver_country,txn_eff_date
1670,HighMark LLC,CREDIT,280.32,2017-03-07,1,John Ackerman,285806.77,Montana,New York,2017-03-08
1671,HighMark LLC,CREDIT,1496.21,2017-03-07,1,Glenda Coots,287302.98000000004,Lithuania,New York,2017-03-08
1672,HighMark LLC,CREDIT,290.35,2017-03-07,1,Antonette Grace,287593.33,United Kingdom,New York,2017-03-08
1673,HighMark LLC,CREDIT,1668.04,2017-03-07,1,Barbara Hazelrigg,289261.37,Romania,New York,2017-03-08
1674,HighMark LLC,CREDIT,1817.19,2017-03-07,1,Jose Chaves,291078.56,New Jersey,New York,2017-03-08
1675,HighMark LLC,CREDIT,338.23,2017-03-08,1,Osvaldo Porter,291416.79,Finland,New York,2017-03-09
234,HighMark LLC,DEBIT,3248.59,2017-03-08,1,Juanita Caffey,288168.19999999995,New York,Romania,2017-03-09
1676,HighMark LLC,CREDIT,1670.36,2017-03-08,1,Aaron Parker,289838.55999999994,Alabama,New York,2017-03-09
1677,HighMark LLC,CREDIT,1181.88,2017-03-08,1,Barbara Hazelrigg,291020.43999999994,Romania,New York,2017-03-09
1678,HighMark LLC,CREDIT,2724.98,2017-03-08,1,Barbara Bale,293745.4199999999,Michigan,New York,2017-03-09
1679,HighMark LLC,CREDIT,582.45,2017-03-08,1,William Deleon,294327.86999999994,Mississippi,New York,2017-03-09
1680,HighMark LLC,CREDIT,409.46,2017-03-09,1,Frank Tafel,294737.32999999996,Finland,New York,2017-03-10
1681,HighMark LLC,CREDIT,2024.42,2017-03-09,1,Sarah Yates,296761.74999999994,Georgia,New York,2017-03-10
1682,HighMark LLC,CREDIT,797.75,2017-03-09,1,Angela Harris,297559.49999999994,Tennessee,New York,2017-03-10
1683,HighMark LLC,CREDIT,2485.81,2017-03-09,1,Winford Landry,300045.30999999994,Maine,New York,2017-03-10
1684,HighMark LLC,CREDIT,931.92,2017-03-09,1,Danny Singh,300977.2299999999,Oklahoma,New York,2017-03-10
1685,HighMark LLC,CREDIT,2307.68,2017-03-09,1,Darius Sherrill,303284.9099999999,Arkansas,New York,2017-03-10
1686,HighMark LLC,CREDIT,603.81,2017-03-10,1,Daniel Villeneuve,303888.7199999999,South Dakota,New York,2017-03-11
1687,HighMark LLC,CREDIT,2696.88,2017-03-10,1,Paul Green,306585.5999999999,Portugal,New York,2017-03-11
1688,HighMark LLC,CREDIT,458.97,2017-03-10,1,Ruby Sneeden,307044.5699999999,Idaho,New York,2017-03-11
1689,HighMark LLC,CREDIT,1037.02,2017-03-11,1,Mark Alexander,308081.5899999999,Pennsylvania,New York,2017-03-12
1690,HighMark LLC,CREDIT,4506.96,2017-03-11,1,Danny Singh,312588.54999999993,Oklahoma,New York,2017-03-12
1691,HighMark LLC,CREDIT,689.71,2017-03-11,1,Darius Sherrill,313278.25999999995,Arkansas,New York,2017-03-12
1692,HighMark LLC,CREDIT,1718.39,2017-03-11,1,Edna Jones,314996.64999999997,Latvia,New York,2017-03-12
1693,HighMark LLC,CREDIT,1406.28,2017-03-11,1,Leon Birchler,316402.93,Bulgaria,New York,2017-03-12
1694,HighMark LLC,CREDIT,437.64,2017-03-11,1,Christin Walker,316840.57,Arizona,New York,2017-03-12
1695,HighMark LLC,CREDIT,2219.52,2017-03-12,1,Cheryl Trilli,319060.09,Oregon,New York,2017-03-13
1696,HighMark LLC,CREDIT,957.37,2017-03-12,1,Brad Rose,320017.46,Rhode Island,New York,2017-03-13
1697,HighMark LLC,CREDIT,732.14,2017-03-12,1,Connie Posey,320749.60000000003,Wisconsin,New York,2017-03-13
1698,HighMark LLC,CREDIT,1466.25,2017-03-12,1,Sofia Pinkerton,322215.85000000003,Arkansas,New York,2017-03-13
1699,HighMark LLC,CREDIT,1756.13,2017-03-12,1,Gabriela Hardaway,323971.98000000004,Italy,New York,2017-03-13
1700,HighMark LLC,CREDIT,1962.39,2017-03-12,1,Leon Birchler,325934.37000000005,Bulgaria,New York,2017-03-13
1701,HighMark LLC,CREDIT,1607.96,2017-03-12,1,Susie Major,327542.3300000001,Kansas,New York,2017-03-13
1702,HighMark LLC,CREDIT,741.84,2017-03-12,1,Linda Henderson,328284.1700000001,Italy,New York,2017-03-13
262,HighMark LLC,DEBIT,2430.88,2017-03-12,1,Carole Cole,325853.2900000001,New York,Maryland,2017-03-13
1703,HighMark LLC,CREDIT,3356.85,2017-03-12,1,Mike Pickerel,329210.1400000001,North Dakota,New York,2017-03-13
1704,HighMark LLC,CREDIT,3266.89,2017-03-13,1,Catherine Kleine,332477.0300000001,Maryland,New York,2017-03-14
1705,HighMark LLC,CREDIT,3152.87,2017-03-13,1,Edna Niese,335629.9000000001,Virginia,New York,2017-03-14
1706,HighMark LLC,CREDIT,542.88,2017-03-13,1,Angel Hirsch,336172.7800000001,Pennsylvania,New York,2017-03-14
267,HighMark LLC,DEBIT,6917.57,2017-03-13,1,Dennis Turton,329255.2100000001,New York,Austria,2017-03-14
268,HighMark LLC,DEBIT,3560.56,2017-03-13,1,Megan Inman,325694.6500000001,New York,Slovenia,2017-03-14
1707,HighMark LLC,CREDIT,1199.84,2017-03-13,1,Anthony Barnes,326894.4900000001,Connecticut,New York,2017-03-14
1708,HighMark LLC,CREDIT,4698.91,2017-03-13,1,Tammy Orozco,331593.4000000001,Montana,New York,2017-03-14
1709,HighMark LLC,CREDIT,546.17,2017-03-13,1,Samuel Carswell,332139.57000000007,Arkansas,New York,2017-03-14
1710,HighMark LLC,CREDIT,782.69,2017-03-14,1,Anthony Barnes,332922.26000000007,Connecticut,New York,2017-03-15
1711,HighMark LLC,CREDIT,2196.78,2017-03-14,1,Sarah Yates,335119.0400000001,Georgia,New York,2017-03-15
1712,HighMark LLC,CREDIT,546.49,2017-03-14,1,Glenda Coots,335665.5300000001,Lithuania,New York,2017-03-15
275,HighMark LLC,DEBIT,3530.29,2017-03-14,1,Amber Johnson,332135.2400000001,New York,Illinois,2017-03-15
1713,HighMark LLC,CREDIT,1083.01,2017-03-14,1,Joanne Fortin,333218.2500000001,South Carolina,New York,2017-03-15
1714,HighMark LLC,CREDIT,2807.24,2017-03-14,1,Catherine Kleine,336025.4900000001,Maryland,New York,2017-03-15
1715,HighMark LLC,CREDIT,4732.61,2017-03-14,1,Robert Dugger,340758.1000000001,Slovenia,New York,2017-03-15
1716,HighMark LLC,CREDIT,1981.79,2017-03-14,1,Lois Snyder,342739.8900000001,Illinois,New York,2017-03-15
1717,HighMark LLC,CREDIT,1194.12,2017-03-14,1,Sandy Newkirk,343934.01000000007,Czech Republic,New York,2017-03-15
1718,HighMark LLC,CREDIT,3543.69,2017-03-15,1,Susan Ware,347477.70000000007,New York,New York,2017-03-16
1719,HighMark LLC,CREDIT,1782.54,2017-03-15,1,Anthony Barnes,349260.24000000005,Connecticut,New York,2017-03-16
1720,HighMark LLC,CREDIT,2626.91,2017-03-16,1,Osvaldo Porter,351887.15,Finland,New York,2017-03-17
1721,HighMark LLC,CREDIT,368.9,2017-03-16,1,Michael Rice,352256.05000000005,Rhode Island,New York,2017-03-17
1722,HighMark LLC,CREDIT,1545.28,2017-03-16,1,Jason Alves,353801.3300000001,Wyoming,New York,2017-03-17
1723,HighMark LLC,CREDIT,1307.21,2017-03-16,1,Amy Garland,355108.5400000001,Slovenia,New York,2017-03-17
1724,HighMark LLC,CREDIT,368.38,2017-03-16,1,Edna Jones,355476.9200000001,Latvia,New York,2017-03-17
1725,HighMark LLC,CREDIT,659.41,2017-03-17,1,Susie Major,356136.3300000001,Kansas,New York,2017-03-18
1726,HighMark LLC,CREDIT,616.55,2017-03-17,1,Mike Pickerel,356752.88000000006,North Dakota,New York,2017-03-18
1727,HighMark LLC,CREDIT,1353.87,2017-03-17,1,Michael Rice,358106.75000000006,Rhode Island,New York,2017-03-18
1728,HighMark LLC,CREDIT,1988.09,2017-03-17,1,John Ackerman,360094.8400000001,Montana,New York,2017-03-18
1729,HighMark LLC,CREDIT,4875.57,2017-03-17,1,Willie Robinson,364970.4100000001,South Dakota,New York,2017-03-18
1730,HighMark LLC,CREDIT,3558.09,2017-03-18,1,Brenda Magnuson,368528.5000000001,Austria,New York,2017-03-19
1731,HighMark LLC,CREDIT,642.73,2017-03-18,1,Linda Henderson,369171.2300000001,Italy,New York,2017-03-19
1732,HighMark LLC,CREDIT,472.19,2017-03-18,1,Danny Singh,369643.4200000001,Oklahoma,New York,2017-03-19
1733,HighMark LLC,CREDIT,1126.16,2017-03-18,1,Frank Tafel,370769.5800000001,Finland,New York,2017-03-19
1734,HighMark LLC,CREDIT,851.46,2017-03-18,1,Laura Brant,371621.0400000001,Iowa,New York,2017-03-19
1735,HighMark LLC,CREDIT,2548.59,2017-03-18,1,Angel Hirsch,374169.6300000001,Pennsylvania,New York,2017-03-19
1736,HighMark LLC,CREDIT,305.0,2017-03-19,1,Warren Nobles,374474.6300000001,Idaho,New York,2017-03-20
1737,HighMark LLC,CREDIT,2066.64,2017-03-19,1,Bryan Mui,376541.27000000014,Hawaii,New York,2017-03-20
1738,HighMark LLC,CREDIT,2355.38,2017-03-19,1,Bill Wagner,378896.65000000014,Portugal,New York,2017-03-20
1739,HighMark LLC,CREDIT,959.8,2017-03-19,1,Thomas Jones,379856.4500000001,Slovenia,New York,2017-03-20
1740,HighMark LLC,CREDIT,2024.46,2017-03-19,1,Anthony Barnes,381880.91000000015,Connecticut,New York,2017-03-20
1741,HighMark LLC,CREDIT,405.86,2017-03-19,1,William Stone,382286.77000000014,Bulgaria,New York,2017-03-20
1742,HighMark LLC,CREDIT,736.95,2017-03-20,1,Susan Ware,383023.72000000015,New York,New York,2017-03-21
1743,HighMark LLC,CREDIT,3765.69,2017-03-20,1,Lucius Majure,386789.41000000015,Wyoming,New York,2017-03-21
1744,HighMark LLC,CREDIT,1003.08,2017-03-20,1,Jose Chaves,387792.49000000017,New Jersey,New York,2017-03-21
1745,HighMark LLC,CREDIT,1481.23,2017-03-20,1,Sandy Newkirk,389273.72000000015,Czech Republic,New York,2017-03-21
1746,HighMark LLC,CREDIT,3258.35,2017-03-20,1,Antonette Grace,392532.0700000001,United Kingdom,New York,2017-03-21
1747,HighMark LLC,CREDIT,1559.28,2017-03-20,1,Barbara Hazelrigg,394091.35000000015,Romania,New York,2017-03-21
1748,HighMark LLC,CREDIT,1463.0,2017-03-20,1,Darius Sherrill,395554.35000000015,Arkansas,New York,2017-03-21
1749,HighMark LLC,CREDIT,1665.64,2017-03-20,1,Jennifer Perez,397219.99000000017,France,New York,2017-03-21
1750,HighMark LLC,CREDIT,1912.07,2017-03-20,1,Samuel Carswell,399132.0600000002,Arkansas,New York,2017-03-21
1751,HighMark LLC,CREDIT,2444.44,2017-03-21,1,Osvaldo Porter,401576.5000000002,Finland,New York,2017-03-22
1752,HighMark LLC,CREDIT,1114.16,2017-03-21,1,Casey Huffman,402690.66000000015,Arkansas,New York,2017-03-22
1753,HighMark LLC,CREDIT,1026.16,2017-03-21,1,Anthony Barnes,403716.8200000001,Connecticut,New York,2017-03-22
1754,HighMark LLC,CREDIT,1031.93,2017-03-21,1,Mike Pickerel,404748.7500000001,North Dakota,New York,2017-03-22
1755,HighMark LLC,CREDIT,5555.83,2017-03-21,1,Robert Dugger,410304.58000000013,Slovenia,New York,2017-03-22
1756,HighMark LLC,CREDIT,546.58,2017-03-21,1,Dulce Bustos,410851.16000000015,Slovenia,New York,2017-03-22
1757,HighMark LLC,CREDIT,2242.47,2017-03-21,1,Bill Wagner,413093.6300000001,Portugal,New York,2017-03-22
1758,HighMark LLC,CREDIT,1064.17,2017-03-21,1,Stan Tannenbaum,414157.8000000001,Rhode Island,New York,2017-03-22
1759,HighMark LLC,CREDIT,1919.9,2017-03-21,1,Maricruz Culver,416077.7000000001,Maine,New York,2017-03-22
1760,HighMark LLC,CREDIT,894.12,2017-03-21,1,Connie Posey,416971.8200000001,Wisconsin,New York,2017-03-22
1761,HighMark LLC,CREDIT,3230.99,2017-03-21,1,Loren Burgess,420202.8100000001,Alabama,New York,2017-03-22
1762,HighMark LLC,CREDIT,2730.92,2017-03-22,1,Carrie Morrison,422933.7300000001,Belgium,New York,2017-03-23
1763,HighMark LLC,CREDIT,1854.57,2017-03-22,1,Louis Nguyen,424788.3000000001,Hungary,New York,2017-03-23
1764,HighMark LLC,CREDIT,1872.59,2017-03-22,1,Julio Mccabe,426660.89000000013,Wisconsin,New York,2017-03-23
1765,HighMark LLC,CREDIT,1142.78,2017-03-22,1,William Deleon,427803.67000000016,Mississippi,New York,2017-03-23
1766,HighMark LLC,CREDIT,648.73,2017-03-22,1,Frankie Manners,428452.40000000014,Oregon,New York,2017-03-23
1767,HighMark LLC,CREDIT,2682.48,2017-03-23,1,Osvaldo Porter,431134.8800000001,Finland,New York,2017-03-24
1768,HighMark LLC,CREDIT,2107.19,2017-03-23,1,Gerald Alarcon,433242.0700000001,Belgium,New York,2017-03-24
332,HighMark LLC,DEBIT,11947.57,2017-03-23,1,James Moskal,421294.5000000001,New York,Bulgaria,2017-03-24
333,HighMark LLC,DEBIT,4197.51,2017-03-23,1,Philip Quinonez,417096.9900000001,New York,Tennessee,2017-03-24
1769,HighMark LLC,CREDIT,755.69,2017-03-23,1,Jennifer Perez,417852.6800000001,France,New York,2017-03-24
1770,HighMark LLC,CREDIT,652.58,2017-03-23,1,Brad Rose,418505.2600000001,Rhode Island,New York,2017-03-24
1771,HighMark LLC,CREDIT,2819.46,2017-03-23,1,Angel Hirsch,421324.72000000015,Pennsylvania,New York,2017-03-24
1772,HighMark LLC,CREDIT,2015.02,2017-03-23,1,Anthony Barnes,423339.74000000017,Connecticut,New York,2017-03-24
1773,HighMark LLC,CREDIT,3306.21,2017-03-23,1,Edna Jones,426645.9500000002,Latvia,New York,2017-03-24
1774,HighMark LLC,CREDIT,1639.41,2017-03-23,1,Donald Weber,428285.36000000016,Georgia,New York,2017-03-24
1775,HighMark LLC,CREDIT,321.18,2017-03-23,1,Louis Nguyen,428606.54000000015,Hungary,New York,2017-03-24
1776,HighMark LLC,CREDIT,2939.96,2017-03-23,1,Herbert Peevey,431546.5000000002,Sweden,New York,2017-03-24
1777,HighMark LLC,CREDIT,1119.59,2017-03-24,1,Laura Brant,432666.0900000002,Iowa,New York,2017-03-25
1778,HighMark LLC,CREDIT,1160.01,2017-03-24,1,Bill Wagner,433826.1000000002,Portugal,New York,2017-03-25
1779,HighMark LLC,CREDIT,290.18,2017-03-24,1,Gerald Marchant,434116.2800000002,Idaho,New York,2017-03-25
1780,HighMark LLC,CREDIT,995.08,2017-03-24,1,Victoria Laramie,435111.3600000002,Nebraska,New York,2017-03-25
1781,HighMark LLC,CREDIT,995.76,2017-03-24,1,Casey Huffman,436107.1200000002,Arkansas,New York,2017-03-25
1782,HighMark LLC,CREDIT,2346.79,2017-03-24,1,Lucius Majure,438453.9100000002,Wyoming,New York,2017-03-25
1783,HighMark LLC,CREDIT,4062.95,2017-03-25,1,Edwin Highshaw,442516.8600000002,Texas,New York,2017-03-26
1784,HighMark LLC,CREDIT,1106.87,2017-03-25,1,Victoria Laramie,443623.7300000002,Nebraska,New York,2017-03-26
1785,HighMark LLC,CREDIT,3112.15,2017-03-25,1,Anthony Barnes,446735.88000000024,Connecticut,New York,2017-03-26
1786,HighMark LLC,CREDIT,3886.14,2017-03-25,1,Angela Harris,450622.02000000025,Tennessee,New York,2017-03-26
1787,HighMark LLC,CREDIT,2970.21,2017-03-25,1,Catherine Kleine,453592.2300000003,Maryland,New York,2017-03-26
1788,HighMark LLC,CREDIT,2007.49,2017-03-25,1,Bill Wagner,455599.72000000026,Portugal,New York,2017-03-26
1789,HighMark LLC,CREDIT,2840.6,2017-03-25,1,Stan Tannenbaum,458440.32000000024,Rhode Island,New York,2017-03-26
1790,HighMark LLC,CREDIT,2806.8,2017-03-25,1,Michael Rice,461247.1200000002,Rhode Island,New York,2017-03-26
1791,HighMark LLC,CREDIT,2153.85,2017-03-25,1,Samuel Carswell,463400.9700000002,Arkansas,New York,2017-03-26
1792,HighMark LLC,CREDIT,683.81,2017-03-25,1,Lois Snyder,464084.7800000002,Illinois,New York,2017-03-26
1793,HighMark LLC,CREDIT,1016.21,2017-03-26,1,Lela Ames,465100.9900000002,Idaho,New York,2017-03-27
1794,HighMark LLC,CREDIT,2201.37,2017-03-26,1,Brad Rose,467302.3600000002,Rhode Island,New York,2017-03-27
1795,HighMark LLC,CREDIT,1713.41,2017-03-26,1,Edna Niese,469015.7700000002,Virginia,New York,2017-03-27
1796,HighMark LLC,CREDIT,1211.15,2017-03-26,1,John Hill,470226.9200000002,Pennsylvania,New York,2017-03-27
1797,HighMark LLC,CREDIT,696.87,2017-03-26,1,Danny Singh,470923.7900000002,Oklahoma,New York,2017-03-27
363,HighMark LLC,DEBIT,5436.79,2017-03-26,1,Helen Melnick,465487.00000000023,New York,Ireland,2017-03-27
1798,HighMark LLC,CREDIT,1223.3,2017-03-26,1,Amy Garland,466710.3000000002,Slovenia,New York,2017-03-27
1799,HighMark LLC,CREDIT,1301.35,2017-03-26,1,Osvaldo Porter,468011.6500000002,Finland,New York,2017-03-27
1800,HighMark LLC,CREDIT,7614.24,2017-03-26,1,Beth Bruno,475625.8900000002,Ohio,New York,2017-03-27
1801,HighMark LLC,CREDIT,839.59,2017-03-27,1,Sandra Blair,476465.4800000002,North Dakota,New York,2017-03-28
1802,HighMark LLC,CREDIT,1133.95,2017-03-27,1,Jennifer Perez,477599.4300000002,France,New York,2017-03-28
1803,HighMark LLC,CREDIT,484.35,2017-03-27,1,Barbara Bale,478083.7800000002,Michigan,New York,2017-03-28
1804,HighMark LLC,CREDIT,2587.14,2017-03-27,1,William Deleon,480670.9200000002,Mississippi,New York,2017-03-28
1805,HighMark LLC,CREDIT,444.84,2017-03-27,1,Edwin Highshaw,481115.76000000024,Texas,New York,2017-03-28
1806,HighMark LLC,CREDIT,3914.01,2017-03-27,1,Samuel Carswell,485029.77000000025,Arkansas,New York,2017-03-28
1807,HighMark LLC,CREDIT,524.79,2017-03-27,1,Mae Gregory,485554.56000000023,Portugal,New York,2017-03-28
1808,HighMark LLC,CREDIT,1079.54,2017-03-27,1,Cheryl Trilli,486634.1000000002,Oregon,New York,2017-03-28
1809,HighMark LLC,CREDIT,2865.28,2017-03-27,1,Malka Cartwright,489499.38000000024,Alabama,New York,2017-03-28
1810,HighMark LLC,CREDIT,2481.32,2017-03-27,1,Brad Rose,491980.70000000024,Rhode Island,New York,2017-03-28
1811,HighMark LLC,CREDIT,3018.01,2017-03-27,1,Ann Rosa,494998.71000000025,Indiana,New York,2017-03-28
1812,HighMark LLC,CREDIT,819.97,2017-03-28,1,Matthew Ciotti,495818.6800000002,Hawaii,New York,2017-03-29
1813,HighMark LLC,CREDIT,443.53,2017-03-28,1,Edwin Highshaw,496262.21000000025,Texas,New York,2017-03-29
1814,HighMark LLC,CREDIT,3013.01,2017-03-28,1,Robert Dugger,499275.22000000026,Slovenia,New York,2017-03-29
1815,HighMark LLC,CREDIT,1745.51,2017-03-28,1,Willie Robinson,501020.7300000003,South Dakota,New York,2017-03-29
382,HighMark LLC,DEBIT,6951.0,2017-03-28,1,Renee Holden,494069.7300000003,New York,Oklahoma,2017-03-29
1816,HighMark LLC,CREDIT,1019.89,2017-03-28,1,Samuel Carswell,495089.6200000003,Arkansas,New York,2017-03-29
1817,HighMark LLC,CREDIT,2664.07,2017-03-28,1,Susan Ware,497753.6900000003,New York,New York,2017-03-29
1818,HighMark LLC,CREDIT,4326.53,2017-03-28,1,Amy Garland,502080.2200000003,Slovenia,New York,2017-03-29
1819,HighMark LLC,CREDIT,2608.11,2017-03-29,1,Georgeanna Debem,504688.3300000003,Iowa,New York,2017-03-30
1820,HighMark LLC,CREDIT,3256.81,2017-03-29,1,Bryan Mui,507945.1400000003,Hawaii,New York,2017-03-30
1821,HighMark LLC,CREDIT,2678.98,2017-03-29,1,Gabriela Hardaway,510624.1200000003,Italy,New York,2017-03-30
1822,HighMark LLC,CREDIT,2210.11,2017-03-29,1,Nancy Stutes,512834.2300000003,Nebraska,New York,2017-03-30
1823,HighMark LLC,CREDIT,1814.75,2017-03-29,1,James Cole,514648.9800000003,Wyoming,New York,2017-03-30
1824,HighMark LLC,CREDIT,2625.91,2017-03-29,1,Katie Spooner,517274.89000000025,New Mexico,New York,2017-03-30
1825,HighMark LLC,CREDIT,1587.75,2017-03-29,1,Tammy Orozco,518862.64000000025,Montana,New York,2017-03-30
393,HighMark LLC,DEBIT,5615.29,2017-03-29,1,Quincy Adamczak,513247.35000000027,New York,New Hampshire,2017-03-30
1826,HighMark LLC,CREDIT,486.76,2017-03-29,1,Susie Major,513734.1100000003,Kansas,New York,2017-03-30
1827,HighMark LLC,CREDIT,1667.58,2017-03-29,1,Melody Blakey,515401.6900000003,Slovakia,New York,2017-03-30
1828,HighMark LLC,CREDIT,907.57,2017-03-29,1,Robert Dugger,516309.2600000003,Slovenia,New York,2017-03-30
397,HighMark LLC,DEBIT,4276.45,2017-03-30,1,Amanda Alvarado,512032.8100000003,New York,Tennessee,2017-03-31
1829,HighMark LLC,CREDIT,2951.19,2017-03-30,1,Leon Birchler,514984.0000000003,Bulgaria,New York,2017-03-31
1830,HighMark LLC,CREDIT,1657.62,2017-03-30,1,Julio Mccabe,516641.6200000003,Wisconsin,New York,2017-03-31
1831,HighMark LLC,CREDIT,537.49,2017-03-30,1,Angel Hirsch,517179.1100000003,Pennsylvania,New York,2017-03-31
1832,HighMark LLC,CREDIT,3868.69,2017-03-30,1,Edwin Highshaw,521047.8000000003,Texas,New York,2017-03-31
1833,HighMark LLC,CREDIT,333.34,2017-03-30,1,Tammy Orozco,521381.1400000003,Montana,New York,2017-03-31
1834,HighMark LLC,CREDIT,741.31,2017-03-30,1,Winford Landry,522122.4500000003,Maine,New York,2017-03-31
1835,HighMark LLC,CREDIT,1459.3,2017-03-30,1,Paul Green,523581.7500000003,Portugal,New York,2017-03-31
1836,HighMark LLC,CREDIT,2830.56,2017-03-30,1,Bill Wagner,526412.3100000003,Portugal,New York,2017-03-31
1837,HighMark LLC,CREDIT,1459.0,2017-03-30,1,Nancy Stutes,527871.3100000003,Nebraska,New York,2017-03-31
1838,HighMark LLC,CREDIT,1756.82,2017-03-30,1,Vanessa Carter,529628.1300000002,Spain,New York,2017-03-31
408,HighMark LLC,DEBIT,2080.04,2017-03-31,1,Elizabeth Bruff,527548.0900000002,New York,Estonia,2017-04-01
409,HighMark LLC,DEBIT,5352.21,2017-03-31,1,Teresa Rosa,522195.8800000002,New York,Connecticut,2017-04-01
1839,HighMark LLC,CREDIT,1424.13,2017-03-31,1,Angel Hirsch,523620.0100000002,Pennsylvania,New York,2017-04-01
1840,HighMark LLC,CREDIT,3267.78,2017-03-31,1,John Hill,526887.7900000002,Pennsylvania,New York,2017-04-01
1841,HighMark LLC,CREDIT,1094.62,2017-03-31,1,Erica Toney,527982.4100000001,Latvia,New York,2017-04-01
1842,HighMark LLC,CREDIT,1319.08,2017-03-31,1,Julio Mccabe,529301.4900000001,Wisconsin,New York,2017-04-01
1843,HighMark LLC,CREDIT,2217.64,2017-03-31,1,Mark Alexander,531519.1300000001,Pennsylvania,New York,2017-04-01
1844,HighMark LLC,CREDIT,4476.98,2017-03-31,1,Donald Weber,535996.1100000001,Georgia,New York,2017-04-01
1845,HighMark LLC,CREDIT,365.18,2017-03-31,1,Carrie Morrison,536361.2900000002,Belgium,New York,2017-04-01
1846,HighMark LLC,CREDIT,936.53,2017-03-31,1,Jennifer Perez,537297.8200000002,France,New York,2017-04-01
1847,HighMark LLC,CREDIT,598.41,2017-03-31,1,Ann Rosa,537896.2300000002,Indiana,New York,2017-04-01
1848,HighMark LLC,CREDIT,1724.5,2017-03-31,1,Juanita Nichell,539620.7300000002,Indiana,New York,2017-04-01
1849,HighMark LLC,CREDIT,1442.68,2017-04-01,1,Samuel Carswell,541063.4100000003,Arkansas,New York,2017-04-02
1850,HighMark LLC,CREDIT,1371.96,2017-04-01,1,Jennifer Perez,542435.3700000002,France,New York,2017-04-02
1851,HighMark LLC,CREDIT,1213.36,2017-04-01,1,Katie Spooner,543648.7300000002,New Mexico,New York,2017-04-02
1852,HighMark LLC,CREDIT,3084.57,2017-04-01,1,Bill Wagner,546733.3000000002,Portugal,New York,2017-04-02
1853,HighMark LLC,CREDIT,1210.64,2017-04-01,1,Tammy Orozco,547943.9400000002,Montana,New York,2017-04-02
1854,HighMark LLC,CREDIT,821.92,2017-04-01,1,Victoria Laramie,548765.8600000002,Nebraska,New York,2017-04-02
1855,HighMark LLC,CREDIT,383.37,2017-04-01,1,Jason Alves,549149.2300000002,Wyoming,New York,2017-04-02
1856,HighMark LLC,CREDIT,1924.63,2017-04-01,1,Edna Jones,551073.8600000002,Latvia,New York,2017-04-02
1857,HighMark LLC,CREDIT,434.0,2017-04-01,1,Daniel Walker,551507.8600000002,South Carolina,New York,2017-04-02
1858,HighMark LLC,CREDIT,1242.89,2017-04-01,1,Laura Brant,552750.7500000002,Iowa,New York,2017-04-02
1859,HighMark LLC,CREDIT,853.11,2017-04-02,1,Ann Rosa,553603.8600000002,Indiana,New York,2017-04-03
1860,HighMark LLC,CREDIT,349.2,2017-04-02,1,Carrie Morrison,553953.0600000002,Belgium,New York,2017-04-03
1861,HighMark LLC,CREDIT,1742.55,2017-04-02,1,William Deleon,555695.6100000002,Mississippi,New York,2017-04-03
1862,HighMark LLC,CREDIT,688.24,2017-04-02,1,Danny Singh,556383.8500000002,Oklahoma,New York,2017-04-03
1863,HighMark LLC,CREDIT,967.54,2017-04-02,1,Brenda Magnuson,557351.3900000002,Austria,New York,2017-04-03
1864,HighMark LLC,CREDIT,5042.55,2017-04-02,1,Cheryl Trilli,562393.9400000003,Oregon,New York,2017-04-03
436,HighMark LLC,DEBIT,2507.74,2017-04-02,1,Quincy Adamczak,559886.2000000003,New York,New Hampshire,2017-04-03
437,HighMark LLC,DEBIT,7689.47,2017-04-02,1,Robert Price,552196.7300000003,New York,Denmark,2017-04-03
1865,HighMark LLC,CREDIT,1231.37,2017-04-02,1,Lois Snyder,553428.1000000003,Illinois,New York,2017-04-03
1866,HighMark LLC,CREDIT,1788.85,2017-04-02,1,Mike Pickerel,555216.9500000003,North Dakota,New York,2017-04-03
1867,HighMark LLC,CREDIT,1527.76,2017-04-03,1,Vanessa Carter,556744.7100000003,Spain,New York,2017-04-04
1868,HighMark LLC,CREDIT,2027.52,2017-04-03,1,Anthony Smith,558772.2300000003,Ireland,New York,2017-04-04
442,HighMark LLC,DEBIT,2484.69,2017-04-03,1,Vincent Wilson,556287.5400000004,New York,Germany,2017-04-04
1869,HighMark LLC,CREDIT,1143.76,2017-04-04,1,Gabriela Hardaway,557431.3000000004,Italy,New York,2017-04-05
444,HighMark LLC,DEBIT,2651.02,2017-04-04,1,Stephanie Snook,554780.2800000004,New York,Delaware,2017-04-05
1870,HighMark LLC,CREDIT,1368.77,2017-04-04,1,Catherine Kleine,556149.0500000004,Maryland,New York,2017-04-05
1871,HighMark LLC,CREDIT,1171.41,2017-04-04,1,Brenda Magnuson,557320.4600000004,Austria,New York,2017-04-05
1872,HighMark LLC,CREDIT,3511.18,2017-04-04,1,Samuel Carswell,560831.6400000005,Arkansas,New York,2017-04-05
1873,HighMark LLC,CREDIT,3711.69,2017-04-04,1,Ronald Mills,564543.3300000004,Netherlands,New York,2017-04-05
1874,HighMark LLC,CREDIT,2285.67,2017-04-05,1,Maricruz Culver,566829.0000000005,Maine,New York,2017-04-06
1875,HighMark LLC,CREDIT,835.03,2017-04-05,1,Malka Cartwright,567664.0300000005,Alabama,New York,2017-04-06
